x,y,pupilD
1394.2500000000002,754.72,610.9
1397.2199999999998,749.4000000000001,609.2
1398.31,747.1899999999999,612.8
1398.1299999999999,745.55,613.1
1396.8400000000001,743.28,615.6
1395.92,740.22,618.9
1395.7299999999998,737.1600000000001,619.6
1393.7,735.1899999999999,620.4
1205.15,648.1300000000001,638.1
977.9599999999998,451.98999999999995,637.8
952.26,412.21000000000004,641.1
956.6700000000001,417.14,639.1
958.3599999999999,420.03999999999996,635.5
961.75,426.87999999999994,626.5
960.45,425.35,613.2
952.4199999999998,423.7,600.0
953.15,425.38,587.5
957.8199999999999,427.06000000000006,571.3
965.49,423.95,554.2
971.4,427.78999999999996,546.1
968.4,427.96000000000004,533.8
962.61,429.91999999999996,524.9
963.89,430.49000000000007,519.8
970.4799999999999,435.4,513.2
991.4100000000001,475.39000000000004,507.7
1022.4,689.2500000000001,504.0
1034.27,764.13,503.8
1036.8999999999999,761.1099999999999,500.9
1038.11,752.8599999999999,502.9
1037.89,748.01,504.5
1035.66,742.89,503.5
1034.46,743.59,506.2
1036.78,750.45,510.3
1034.99,753.34,514.9
1032.65,754.78,517.2
1029.66,748.1,514.8
1030.3,746.1800000000001,516.3
1033.5500000000002,745.78,511.1
994.68,716.15,495.9
929.7599999999999,629.17,483.0
939.2899999999997,610.72,469.1
941.8499999999998,613.46,458.0
945.3799999999999,617.3,445.5
954.8599999999999,618.87,438.0
965.05,620.04,431.2
972.28,618.87,422.3
980.6900000000002,624.3399999999999,417.6
986.82,627.08,412.4
993.4,628.6899999999999,411.5
1000.53,629.7099999999999,409.6
1005.4300000000001,631.08,411.0
1007.97,632.3399999999999,411.7
1010.76,633.4,412.6
1013.3599999999999,632.5200000000001,413.2
1015.99,632.28,414.4
1019.0,629.61,416.8
1022.05,624.48,418.9
1023.5,619.47,421.0
1022.9399999999999,618.24,426.0
1022.2000000000002,615.2099999999999,428.4
1022.29,611.7300000000001,432.0
1022.6200000000001,617.2,440.4
1023.2400000000001,614.32,445.5
1019.39,605.88,445.6
1017.24,606.5400000000001,448.3
1014.9100000000001,605.51,450.8
1013.64,606.23,454.4
1013.1800000000001,606.1800000000001,457.6
1012.4799999999999,607.73,457.4
1012.0899999999999,610.14,460.2
962.4100000000001,609.0899999999999,465.9
916.01,606.46,473.5
913.78,603.03,472.4
914.72,603.8000000000001,475.3
915.7299999999999,604.21,480.0
915.26,603.55,482.5
914.55,605.7,485.7
913.07,605.56,489.7
912.9800000000001,604.61,489.7
913.7,601.48,489.3
913.7400000000001,598.74,489.5
913.6,598.49,491.1
912.49,599.3899999999999,490.5
911.75,599.96,490.4
912.4100000000001,600.56,490.4
1062.91,627.72,484.6
1299.18,663.9999999999999,465.5
1322.25,667.5699999999999,455.3
1319.8,668.25,439.1
1318.0,673.1600000000001,419.9
1315.64,673.55,406.7
1320.59,666.1099999999999,391.5
1329.02,663.19,378.6
1333.05,669.3399999999999,369.6
1332.1699999999998,675.55,365.5
1334.16,670.08,357.7
1287.2099999999998,678.1700000000001,354.2
1015.57,718.96,356.8
950.15,755.95,359.4
965.05,750.36,350.3
973.2,751.86,348.7
970.5899999999999,747.12,348.4
972.43,746.16,349.1
973.2,751.03,347.6
974.96,753.1899999999999,343.7
978.21,752.3100000000001,341.9
977.6600000000001,748.2399999999999,342.6
976.18,740.63,344.4
976.18,745.12,349.3
972.9000000000002,739.4300000000001,353.3
972.5800000000002,738.15,356.6
857.9199999999998,707.9599999999999,363.5
669.7099999999999,576.03,376.4
632.7,515.83,381.9
644.39,520.41,384.4
651.93,528.4699999999999,387.2
654.48,529.6400000000001,388.8
656.72,527.84,390.4
658.67,524.54,391.8
658.69,522.4000000000001,393.3
657.99,520.1500000000001,399.0
658.3699999999999,517.5899999999999,404.3
662.35,516.53,409.7
671.39,515.46,413.3
681.41,516.7,418.9
687.21,519.1700000000001,427.0
688.9,520.72,434.6
691.81,518.97,435.7
698.35,519.15,440.2
707.3,521.67,446.9
710.39,523.51,453.7
712.8299999999999,520.75,462.5
716.12,522.47,469.7
717.7299999999999,526.8199999999999,476.2
716.0899999999999,520.78,482.5
716.08,521.73,486.8
718.35,517.78,489.4
726.25,512.6200000000001,494.1
732.56,511.21999999999997,496.6
735.36,511.82000000000005,501.9
738.9499999999999,513.0600000000001,507.6
739.79,518.48,510.6
740.14,522.3599999999999,516.0
740.51,524.38,520.4
740.0699999999999,523.9699999999999,523.0
741.17,521.7099999999999,524.6
742.2299999999999,522.16,524.9
744.3799999999999,521.72,527.0
746.86,522.3199999999999,527.5
750.34,524.49,526.8
748.0899999999999,520.8900000000001,521.2
744.36,519.34,520.7
743.29,522.2499999999999,521.9
743.35,520.4599999999999,522.9
743.78,520.33,522.3
743.1299999999999,519.8799999999999,523.0
743.06,517.9100000000001,519.9
742.13,515.7499999999999,518.4
743.58,515.4699999999999,517.8
747.04,519.7099999999999,518.8
749.76,522.9100000000001,518.8
754.01,524.8199999999999,517.9
755.8499999999999,525.76,518.0
758.69,526.18,517.9
760.5899999999999,527.1600000000001,519.1
763.4399999999999,522.74,515.8
772.6800000000001,523.44,516.0
842.82,509.80000000000007,516.8
856.96,493.13,516.0
866.3599999999999,495.2499999999999,518.3
869.68,494.73999999999995,519.3
870.3799999999999,490.59,519.3
871.7199999999999,484.57000000000005,519.3
873.5899999999999,483.16999999999996,521.9
873.3,486.35,525.0
874.2,487.39,524.5
877.72,489.02,526.7
880.1,490.80999999999995,530.1
881.51,491.9,531.6
883.05,495.69999999999993,533.7
826.26,476.96999999999997,540.5
784.7299999999999,438.18,540.5
788.4100000000001,437.48,538.9
796.21,438.31000000000006,536.3
808.39,440.4200000000001,538.0
818.71,438.03000000000003,538.4
825.0199999999999,438.10999999999996,540.3
827.43,437.96999999999997,540.7
830.71,440.9700000000001,542.8
832.1899999999999,440.0,544.2
833.99,439.26000000000005,544.9
834.5600000000001,438.39,547.3
832.96,437.35,548.9
831.8,436.66999999999996,548.8
831.65,434.14,549.5
833.0899999999999,436.05,551.8
836.7299999999999,436.13,553.3
839.3199999999999,435.7,554.3
839.1,436.68999999999994,554.5
839.53,437.21999999999997,555.0
840.55,437.39,558.3
841.4200000000001,433.45,561.1
845.68,434.38,565.1
847.99,435.36,568.0
849.8399999999999,434.64,570.2
846.0300000000001,429.94000000000005,572.1
842.01,426.91999999999996,570.1
843.47,431.89,567.9
847.2800000000001,438.51000000000005,569.6
852.4799999999999,447.98999999999995,572.2
858.53,454.06000000000006,571.5
862.3100000000001,460.34,569.6
863.0,465.36,568.4
863.1,467.31000000000006,568.0
861.76,469.35999999999996,567.7
862.1099999999999,469.59000000000003,569.0
862.03,470.78999999999996,569.9
860.4399999999999,465.10999999999996,570.9
852.2,459.09,571.0
953.3700000000001,473.73999999999995,572.3
1021.05,490.66999999999996,575.8
1028.07,488.91999999999996,576.2
1028.2800000000002,488.86,579.1
1026.55,485.3999999999999,582.0
1025.0499999999997,480.38,585.7
1025.9699999999998,479.2200000000001,588.8
1026.94,479.5400000000001,593.2
1026.3,476.88,601.1
1026.9,476.16,605.1
1028.6,472.59,608.3
1087.8700000000001,473.05999999999995,610.8
1208.55,484.09,609.6
1218.7,479.88,606.9
1221.04,478.49000000000007,608.4
1218.64,479.7299999999999,610.3
1216.36,478.77,613.7
1213.43,477.65,615.1
1211.6399999999999,472.71999999999997,616.9
1209.94,469.33000000000004,618.5
1209.3,468.23,621.9
1208.75,476.37999999999994,629.2
1209.93,480.28000000000003,630.6
1208.5099999999998,478.51000000000005,630.9
1206.1,476.73999999999995,633.7
1203.0899999999997,478.92999999999995,631.1
1201.5799999999997,480.8,632.5
1200.48,474.7499999999999,636.6
1198.41,474.38,639.3
1196.18,480.18,638.3
1193.53,483.26000000000005,639.9
1190.48,482.65999999999997,640.7
1188.84,482.18,643.8
1185.8200000000002,481.89,646.3
1183.7400000000002,482.48,648.4
1181.0800000000002,485.46000000000004,651.7
1181.3899999999999,485.68999999999994,652.8
1184.59,488.0400000000001,652.8
1186.8600000000001,488.31000000000006,650.6
1186.0700000000002,488.69000000000005,648.6
1142.84,488.7900000000001,643.3
937.9799999999999,515.48,644.6
887.71,539.66,639.2
895.46,539.12,630.8
904.5400000000002,535.6000000000001,623.4
908.9100000000001,531.0,616.8
910.5099999999999,528.88,609.0
908.8399999999999,526.6,596.4
906.14,527.3,590.4
905.25,526.2099999999999,578.8
905.32,529.1800000000001,574.3
907.5600000000001,529.94,571.1
907.6299999999999,531.1200000000001,566.1
907.7699999999999,529.95,563.5
905.45,528.24,561.7
905.46,528.5699999999999,562.1
861.55,455.69999999999993,569.8
842.3,339.21,570.6
844.2299999999999,325.91,575.2
844.68,335.9,577.8
847.5600000000001,338.15999999999997,583.3
851.76,338.01,585.2
849.2700000000001,332.47999999999996,585.0
845.0800000000002,327.75000000000006,589.0
844.1600000000001,331.22,593.3
842.9099999999999,332.21999999999997,600.2
841.4,334.4,607.6
841.39,336.63,614.6
838.6300000000001,329.16,616.9
839.07,324.87,621.2
836.2,321.27,626.3
832.45,317.82000000000005,627.7
833.1,317.52000000000004,631.2
834.9100000000001,317.49,635.7
835.5,315.98,639.4
868.79,332.96000000000004,641.3
1057.44,505.09,649.3
1127.9199999999998,638.05,653.5
1133.6799999999998,645.47,654.3
1132.1100000000001,646.3,656.6
1130.8600000000001,646.3999999999999,657.8
1129.7900000000002,646.17,659.0
1131.25,643.49,663.1
1133.06,637.25,663.3
1132.4699999999998,632.72,664.4
1133.45,632.67,667.6
1134.27,633.24,668.1
1135.4599999999998,633.55,668.8
1136.1799999999998,633.01,669.7
1136.69,635.4800000000001,670.4
1138.95,634.5599999999998,670.3
1139.66,636.35,666.3
1140.86,634.23,663.2
1138.3899999999999,630.3100000000001,660.0
1138.49,630.2500000000001,656.8
1142.6999999999998,632.07,654.4
1147.8300000000002,643.65,652.0
1150.75,653.8399999999999,653.0
1152.1599999999999,647.98,652.4
1153.16,646.5,651.4
1151.16,647.61,653.6
1148.4,638.62,651.8
1147.73,632.57,651.6
1147.19,636.3700000000001,648.2
1146.34,646.0,644.1
1147.75,641.14,631.4
1147.6699999999998,628.83,611.8
1151.15,625.5400000000001,591.1
1148.72,634.99,569.6
1149.53,633.97,552.0
1153.02,628.84,534.2
1154.9199999999998,627.8399999999999,516.0
1153.4699999999998,624.0899999999999,499.8
959.4999999999998,681.0,491.9
756.55,762.47,484.9
750.92,773.17,475.5
763.15,767.53,469.7
768.0,765.1899999999999,465.7
767.89,764.44,462.3
768.31,761.9100000000001,461.3
772.0999999999999,761.35,464.6
773.64,761.7499999999999,466.2
762.96,740.1600000000001,466.2
738.06,558.27,474.7
768.32,394.85,477.6
785.51,395.78000000000003,480.9
816.3299999999999,396.12,483.0
855.46,342.03999999999996,483.1
845.0400000000002,318.18999999999994,494.0
834.0899999999999,324.52,506.2
838.78,327.00000000000006,512.6
842.05,333.1,518.7
842.89,341.40999999999997,526.5
844.89,338.0,534.4
844.04,330.16,540.0
839.75,324.04,547.6
835.9399999999999,320.27,550.9
834.6600000000001,320.57,554.4
835.4399999999999,321.28,558.5
833.7700000000001,321.76,564.9
833.6899999999999,326.83000000000004,573.9
837.1899999999999,335.96,579.8
841.9599999999998,334.06000000000006,581.8
843.5,324.41,585.3
844.9199999999998,318.34000000000003,589.4
844.46,323.46000000000004,592.9
849.1900000000002,336.1,602.6
848.6200000000001,337.25,607.1
845.14,334.48999999999995,607.3
844.9199999999998,332.5100000000001,612.0
829.8,342.71,617.8
827.11,476.63,630.4
793.9799999999999,654.8599999999999,638.2
788.97,777.83,642.4
788.39,791.52,642.7
790.0899999999999,788.9300000000001,646.3
790.76,784.2699999999999,651.2
792.52,782.7,655.6
789.56,778.0000000000001,660.6
788.3100000000001,771.74,667.9
787.6099999999999,769.0699999999999,673.3
791.39,770.93,674.3
793.42,768.28,681.6
789.89,764.8499999999999,683.8
785.03,766.3,689.4
781.5899999999999,765.5699999999999,693.1
778.96,762.8199999999999,693.2
779.2099999999999,763.22,696.2
780.5899999999999,765.4000000000001,700.7
780.16,763.09,700.0
782.9100000000001,763.1099999999999,699.4
783.77,762.81,700.6
786.03,764.39,705.5
788.25,765.55,707.5
793.4300000000001,763.2299999999999,708.9
795.4200000000001,761.4000000000001,709.4
791.62,761.9399999999999,711.6
789.31,760.23,708.2
790.43,757.8,707.8
792.0000000000001,757.58,707.1
792.76,756.99,710.3
794.3900000000001,757.65,711.6
794.24,758.72,713.1
797.71,758.2,714.1
802.7099999999999,759.65,713.7
803.53,759.48,715.0
802.6200000000001,758.95,717.6
799.35,760.0999999999999,720.7
797.53,759.72,720.2
796.93,757.83,716.9
653.3399999999999,595.1500000000001,706.2
560.95,356.23999999999995,676.4
567.5,311.64,656.3
580.2299999999999,326.59000000000003,634.0
592.3100000000001,343.33000000000004,615.4
587.0899999999999,340.59,596.1
587.2500000000001,341.99,584.5
596.0699999999999,347.04,569.5
603.85,361.17,559.0
603.72,360.27000000000004,548.1
607.21,351.26,543.2
608.9100000000001,350.27000000000004,538.6
609.4300000000001,352.59999999999997,535.4
728.2,438.62999999999994,533.4
960.3800000000001,676.15,520.3
1033.08,825.07,520.9
1023.8799999999999,824.5099999999999,518.3
1022.51,823.29,520.7
1019.0200000000001,816.02,521.7
1015.7199999999999,812.9199999999998,529.0
1015.1600000000001,812.55,533.6
1014.05,813.26,541.1
1011.3699999999999,811.79,544.0
1009.3199999999999,815.6000000000001,553.2
1012.0599999999998,814.52,561.1
1019.4199999999998,817.34,572.2
1019.3299999999999,813.26,575.1
1014.3700000000001,812.26,580.0
1011.03,814.6800000000001,589.4
1010.2499999999998,814.05,592.0
1009.3,808.74,594.0
1012.2299999999999,810.79,594.1
1017.18,816.78,603.0
1001.96,743.65,609.6
997.1699999999998,557.05,605.8
1020.2699999999999,492.41999999999996,606.8
1021.85,492.18,610.2
1022.9599999999998,502.2099999999999,615.0
1022.1299999999999,505.91,621.0
1020.97,505.68999999999994,624.3
1019.5800000000002,505.41,626.5
1018.4,505.6700000000001,630.3
1019.4000000000002,507.32000000000005,634.6
1019.6200000000001,502.42999999999995,636.8
1022.6699999999998,503.33000000000004,640.3
1026.39,508.46000000000004,644.7
1029.38,507.01000000000005,645.7
1030.04,497.93999999999994,642.9
1028.79,501.96999999999997,646.0
1025.6299999999999,513.3,652.0
1009.1899999999999,636.45,659.3
1063.8600000000001,839.28,664.5
1077.6999999999998,904.97,670.6
1077.78,902.22,669.5
1084.33,900.4,671.6
1089.98,901.79,677.2
1090.18,899.3900000000001,678.8
1090.8300000000002,896.6700000000001,680.1
1090.04,892.6700000000001,679.5
1090.4199999999998,891.3,682.0
1092.5700000000002,893.6699999999998,687.1
1091.9100000000003,894.35,688.4
1091.86,894.54,688.9
1090.9899999999998,893.4,687.7
1090.71,892.95,689.3
1090.89,893.65,687.2
1092.4899999999998,894.1899999999999,691.1
1091.2900000000002,891.85,690.8
1092.16,892.3299999999999,690.4
1092.4699999999998,891.8299999999999,688.2
1091.8700000000001,890.6699999999998,686.1
1091.6,891.7299999999999,683.8
1094.22,893.71,683.1
1095.8200000000002,893.5200000000001,684.4
1095.88,895.2699999999999,684.3
1096.1200000000001,894.6299999999999,685.0
1096.52,895.9,684.6
1096.1799999999998,894.2,684.8
1096.66,891.8900000000001,685.9
1095.7500000000002,889.3,682.8
1094.84,888.3799999999999,676.3
1086.4299999999998,830.6299999999999,668.8
1065.68,630.4399999999999,646.0
1072.1,509.34,624.4
1075.78,515.5699999999999,602.1
1072.57,524.17,583.9
1074.0300000000002,520.3199999999999,565.6
1069.18,527.68,551.3
1068.1799999999998,527.33,539.4
1067.21,522.61,527.8
1065.3399999999997,518.36,520.6
1065.16,519.66,514.0
1065.2800000000002,521.0899999999999,509.9
1063.6299999999999,522.05,508.0
1062.93,520.78,507.5
1062.94,522.4599999999999,506.8
1063.01,521.77,506.2
1062.57,522.4099999999999,505.5
1060.6499999999999,522.3100000000001,508.6
1058.51,525.78,511.6
1053.79,527.4599999999999,513.1
1051.2199999999998,525.64,517.9
1047.7,521.6,526.0
1043.98,514.92,531.0
1039.8300000000002,508.73,536.6
1039.56,506.52,545.9
1038.16,504.8,554.2
1037.42,504.65999999999997,559.1
1037.66,507.68,565.0
1037.35,515.97,571.9
1035.0800000000002,521.0200000000001,576.6
1032.51,522.8,581.6
1029.8200000000002,522.9,585.7
1027.19,514.78,586.1
1027.27,512.4199999999998,590.1
1026.4,511.58000000000004,595.1
1024.19,509.77,596.2
1021.89,506.49000000000007,596.0
1019.89,511.53999999999996,598.6
1020.9300000000001,512.1,597.8
1019.4800000000001,512.53,598.7
1020.53,517.86,602.4
1020.1099999999999,512.61,604.8
1019.4699999999999,509.39000000000004,603.6
1019.8199999999999,511.11,604.2
1016.24,514.78,601.1
1012.86,523.6199999999999,600.2
1011.7199999999999,523.6,596.2
1013.5300000000001,524.1600000000001,592.4
1016.61,524.4,590.5
1019.2599999999999,524.88,587.6
1018.3199999999999,520.6600000000001,582.9
1018.0200000000001,523.3599999999999,584.1
1018.55,524.26,582.2
1018.9399999999999,528.4100000000001,581.8
1018.99,527.1099999999999,580.8
1021.05,526.73,581.3
1019.9800000000001,526.3500000000001,582.8
1016.9200000000001,527.22,583.9
1013.3900000000001,527.51,583.6
1011.1700000000001,528.99,587.7
1009.9399999999999,527.9599999999999,590.7
1009.8700000000001,524.8199999999999,593.7
1010.0300000000001,525.07,598.3
1010.3,526.26,603.1
1008.0300000000001,527.48,605.6
1006.68,532.52,610.1
989.3800000000001,503.45,616.0
946.1300000000001,330.74,619.2
944.1400000000001,264.88,619.6
947.03,276.74000000000007,624.4
945.03,287.56000000000006,628.3
943.2,295.44999999999993,632.2
943.9300000000001,302.58000000000004,635.7
944.3400000000001,307.93,633.0
943.4099999999999,312.55,628.1
941.64,325.99,626.7
935.2100000000003,335.47999999999996,621.9
932.7299999999999,336.75999999999993,616.2
935.4100000000001,336.12,602.7
933.6700000000001,343.29,590.2
930.9,359.07000000000005,584.6
928.86,367.11,575.9
928.8800000000001,366.38,567.7
925.7199999999999,360.94,558.2
921.6899999999999,362.75,553.4
919.76,364.65,549.6
921.9200000000001,373.09,549.8
923.65,380.76,549.4
924.7299999999999,386.87000000000006,547.8
924.18,391.86,547.3
923.1899999999999,393.42,544.7
922.3500000000001,399.65999999999997,546.0
922.46,404.23999999999995,547.5
922.8799999999999,409.65999999999997,549.2
924.0899999999999,414.68999999999994,551.8
924.4,415.19000000000005,554.5
1019.93,391.25,558.9
1250.8,355.02,549.3
1304.6799999999998,325.87,546.3
1303.94,325.40999999999997,542.0
1298.7700000000002,334.13,539.8
1296.58,337.88,534.8
1293.85,338.9,529.3
1291.79,340.79999999999995,524.5
