id,x,y,pupilD
5866274,967.8,546.5,527.0
5866276,967.2,546.7,528.0
5866278,967.4,546.9,528.0
5866280,969.6,546.9,529.0
5866282,970.3,547.0,530.0
5866284,970.4,546.1,530.0
5866286,968.5,546.0,531.0
5866288,966.4,545.3,531.0
5866290,965.8,544.0,530.0
5866292,965.6,545.9,531.0
5866294,966.5,545.7,530.0
5866296,966.0,546.0,531.0
5866298,962.9,547.0,532.0
5866300,960.5,549.2,531.0
5866302,957.4,551.5,531.0
5866304,951.8,552.9,531.0
5866306,945.9,554.3,530.0
5866308,941.9,554.7,530.0
5866310,937.7,552.7,530.0
5866312,936.8,550.2,530.0
5866314,936.0,552.2,531.0
5866316,939.1,552.7,531.0
5866318,944.4,552.1,532.0
5866320,947.9,551.3,532.0
5866322,951.4,550.9,533.0
5866324,953.1,551.6,533.0
5866326,952.6,552.1,534.0
5866328,951.6,552.9,535.0
5866330,951.3,555.1,534.0
5866332,951.5,552.5,533.0
5866334,950.3,552.2,533.0
5866336,949.3,555.2,534.0
5866338,947.9,555.0,534.0
5866340,947.4,555.7,534.0
5866342,947.2,556.1,533.0
5866344,948.3,556.7,532.0
5866346,949.0,557.4,532.0
5866348,948.0,557.3,532.0
5866350,947.7,556.8,532.0
5866352,948.4,556.0,532.0
5866354,948.1,555.7,531.0
5866356,947.8,555.6,531.0
5866358,947.0,554.3,530.0
5866360,945.8,554.7,530.0
5866362,945.6,555.0,531.0
5866364,944.5,554.9,531.0
5866366,945.3,555.0,531.0
5866368,946.1,553.1,530.0
5866370,944.6,552.4,529.0
5866372,944.9,551.3,529.0
5866374,944.9,548.8,530.0
5866376,943.5,548.6,531.0
5866378,943.2,549.1,530.0
5866380,941.3,548.4,528.0
5866382,941.1,547.4,528.0
5866384,941.0,546.0,528.0
5866386,941.8,544.9,526.0
5866388,942.7,545.1,527.0
5866390,943.2,545.0,529.0
5866392,942.7,544.2,530.0
5866394,940.8,544.4,529.0
5866396,939.7,544.4,528.0
5866398,940.5,545.9,527.0
5866400,942.2,547.3,527.0
5866402,941.8,546.3,528.0
5866404,940.8,546.1,528.0
5866406,940.8,547.3,528.0
5866408,941.0,546.6,527.0
5866410,939.8,546.1,529.0
5866412,939.5,545.8,530.0
5866414,940.3,545.9,529.0
5866416,940.4,545.8,527.0
5866418,940.7,546.1,527.0
5866420,940.4,546.0,529.0
5866422,939.6,545.5,527.0
5866424,939.0,545.1,527.0
5866426,938.0,544.3,527.0
5866428,939.7,544.1,526.0
5866430,940.1,544.4,526.0
5866432,939.1,544.6,526.0
5866434,937.9,546.5,526.0
5866436,938.1,546.7,526.0
5866438,938.5,545.3,526.0
5866440,938.3,545.3,527.0
5866442,938.3,545.6,526.0
5866444,938.7,544.9,524.0
5866446,939.1,542.7,523.0
5866448,938.7,542.0,523.0
5866450,938.4,541.4,524.0
5866452,937.1,540.9,526.0
5866454,936.9,541.0,527.0
5866456,938.3,542.4,526.0
5866458,938.7,539.1,525.0
5866460,937.9,535.7,522.0
5866462,935.8,537.4,521.0
5866464,935.1,538.6,521.0
5866466,936.8,539.8,521.0
5866468,937.7,539.9,520.0
5866470,938.2,539.4,519.0
5866472,936.8,538.7,519.0
5866474,936.9,538.2,521.0
5866476,936.9,537.8,521.0
5866478,936.8,538.0,520.0
5866480,936.4,538.8,519.0
5866482,935.7,540.2,518.0
5866484,937.4,541.2,518.0
5866486,938.3,541.4,519.0
5866488,938.2,542.3,518.0
5866490,937.8,544.0,518.0
5866492,937.2,546.9,518.0
5866494,937.4,549.4,518.0
5866496,937.5,550.7,519.0
5866498,937.5,552.1,519.0
5866500,936.8,553.4,520.0
5866502,936.5,554.0,521.0
5866504,936.3,554.5,521.0
5866506,936.4,556.1,522.0
5866508,937.2,555.9,523.0
5866510,938.3,552.9,523.0
5866512,938.6,553.1,522.0
5866514,936.6,551.1,521.0
5866516,934.4,548.3,521.0
5866518,934.5,548.6,521.0
5866520,933.9,549.3,520.0
5866522,933.8,550.5,520.0
5866524,934.2,551.3,521.0
5866526,934.4,551.8,521.0
5866528,935.0,550.2,521.0
5866530,935.3,549.9,519.0
5866532,935.3,554.4,521.0
5866534,935.9,552.0,521.0
5866536,937.3,555.3,522.0
5866538,938.0,555.7,523.0
5866540,938.3,554.6,522.0
5866542,938.5,555.6,520.0
5866544,938.1,555.4,521.0
5866546,938.0,556.4,522.0
5866548,939.1,557.3,522.0
5866550,940.5,556.3,521.0
5866552,940.8,554.8,520.0
5866554,941.1,552.6,520.0
5866556,941.2,552.9,518.0
5866558,940.1,551.6,518.0
5866560,939.1,548.1,517.0
5866562,939.3,546.3,516.0
5866564,939.3,545.3,515.0
5866566,939.8,543.4,514.0
5866568,938.8,542.1,514.0
5866570,937.9,542.0,514.0
5866572,938.4,542.0,513.0
5866574,938.4,543.1,513.0
5866576,938.4,543.0,513.0
5866578,938.6,542.2,510.0
5866580,939.4,540.9,510.0
5866582,938.9,540.8,509.0
5866584,938.4,541.1,508.0
5866586,938.3,541.7,508.0
5866588,938.4,541.2,509.0
5866590,937.6,541.5,507.0
5866592,936.9,542.5,506.0
5866594,936.9,542.7,506.0
5866596,936.9,543.3,507.0
5866598,937.0,543.6,508.0
5866600,937.3,543.2,508.0
5866602,936.4,542.8,506.0
5866604,938.4,542.6,503.0
5866606,938.3,542.7,503.0
5866608,936.2,542.8,504.0
5866610,936.3,541.7,504.0
5866612,936.5,541.6,502.0
5866614,936.6,541.6,503.0
5866616,937.2,541.5,502.0
5866618,937.1,543.5,500.0
5866620,936.5,545.2,499.0
5866622,936.5,544.8,500.0
5866624,937.5,543.0,501.0
5866626,937.7,542.1,499.0
5866628,937.3,542.6,497.0
5866630,937.3,543.0,498.0
5866632,937.5,542.9,498.0
5866634,937.4,544.1,497.0
5866636,937.3,544.1,496.0
5866638,937.6,547.6,496.0
5866640,939.3,554.2,497.0
5866642,942.2,555.9,497.0
5866644,947.6,556.4,497.0
5866646,951.9,561.8,497.0
5866648,958.1,574.0,496.0
5866650,969.1,581.5,496.0
5866652,977.2,586.1,494.0
5866654,987.2,598.2,492.0
5866656,998.4,622.6,494.0
5866658,1006.3,651.1,496.0
5866660,1012.9,670.7,496.0
5866662,1018.4,693.5,494.0
5866664,1020.9,712.7,493.0
5866666,1022.2,718.1,491.0
5866668,1025.5,718.9,491.0
5866670,1027.4,722.4,491.0
5866672,1029.3,731.7,490.0
5866674,1030.0,737.9,487.0
5866676,1027.4,736.1,487.0
5866678,1025.1,733.2,487.0
5866680,1025.0,730.7,487.0
5866682,1024.5,725.6,486.0
5866684,1023.2,724.0,484.0
5866686,1023.1,724.6,483.0
5866688,1023.7,728.3,483.0
5866690,1025.1,730.7,483.0
5866692,1026.6,730.8,482.0
