img_gray_part
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
3.988702
3.989167
9.598225
15.766237
25.687500
32.832500
33.002500
40.915000
47.767500
47.767500
60.600000
60.600000
63.380000
67.607500
70.152500
80.382500
81.377500
85.410000
85.785000
85.785000
87.182500
87.182500
87.835000
82.135000
81.015000
73.772500
74.850000
74.955000
73.460000
77.070000
71.852500
111.402500
132.452500
136.337500
136.225000
137.595000
139.870000
143.195000
143.177500
143.690000
144.680000
144.530000
147.007500
149.585000
151.245000
154.310000
154.310000
156.665000
147.982500
153.617500
146.067500
138.892500
149.872500
149.945000
148.792500
149.447500
148.160000
144.002500
142.972500
143.870000
143.652500
142.260000
142.525000
142.707500
142.335000
137.357500
137.415000
127.185000
134.170000
131.925000
133.572500
131.907500
132.915000
132.695000
132.695000
122.025000
123.820000
119.767500
107.717500
107.717500
113.100000
112.315000
122.107500
127.447500
128.602500
128.807500
128.765000
130.610000
131.397500
129.440000
124.357500
123.315000
124.840000
126.280000
127.035000
127.857500
127.862500
122.875000
119.497500
119.335000
120.190000
120.680000
129.142500
129.012500
129.005000
123.532500
123.532500
120.150000
116.192500
116.152500
112.650000
112.355000
112.817500
118.550000
118.550000
128.162500
128.532500
134.245000
133.187500
133.017500
131.712500
130.960000
136.912500
134.917500
127.582500
124.315000
120.462500
112.350000
111.005000
111.005000
107.540000
103.847500
99.395000
89.925000
85.840000
83.952500
90.715000
89.682500
88.470000
47.882500
150.657500
71.922500
44.610000
56.157500
62.502500
62.015000
70.655000
65.935000
62.022500
65.947500
59.192500
59.192500
55.487500
59.582500
56.670000
65.250000
68.340000
73.022500
67.662500
84.935000
96.100000
89.317500
94.765000
130.220000
47.785000
117.335000
127.137500
126.402500
125.850000
125.802500
124.020000
124.632500
122.372500
122.675000
122.695000
119.820000
117.742500
114.180000
117.575000
122.382500
126.300000
129.422500
125.657500
122.725000
123.082500
121.385000
124.015000
122.152500
126.277500
126.182500
127.367500
125.477500
127.707500
130.785000
132.327500
135.165000
135.165000
138.412500
137.237500
60.420000
149.085000
25.680000
17.592500
21.197500
22.235000
25.095000
23.965000
21.745000
25.772500
25.772500
26.802500
31.837500
33.822500
29.060000
29.060000
34.470000
25.552500
25.037500
19.905000
20.575000
14.035000
68.922500
46.510000
45.625000
49.250000
52.392500
55.015000
54.900000
51.812500
51.812500
55.302500
55.302500
64.905000
31.222500
79.037500
81.675000
80.885000
76.935000
65.282500
60.810000
60.810000
23.380000
71.285000
81.702500
81.517500
81.845000
82.112500
82.167500
82.107500
82.227500
82.255000
82.097500
82.002500
81.872500
81.682500
82.052500
82.052500
71.305000
80.582500
80.587500
77.512500
79.787500
80.862500
80.862500
81.390000
81.202500
80.645000
80.980000
84.380000
68.377500
81.477500
91.007500
96.447500
87.845000
87.400000
90.340000
92.212500
90.985000
97.377500
98.027500
98.027500
97.190000
76.060000
70.117500
70.117500
70.105000
69.540000
187.145000
202.150000
202.365000
201.212500
200.725000
198.170000
198.170000
197.955000
195.577500
195.742500
195.947500
135.260000
59.442500
19.397500
26.525000
15.292500
12.357500
10.800000
12.780000
11.382500
17.695000
19.285000
17.810000
20.232500
22.110000
41.865000
31.422500
24.167500
105.412500
165.425000
180.640000
134.885000
124.217500
85.355000
85.387500
95.522500
84.075000
83.632500
85.632500
85.675000
83.377500
89.867500
81.140000
81.075000
79.090000
92.095000
84.425000
59.800000
61.252500
64.337500
69.930000
77.652500
83.307500
81.737500
81.602500
80.477500
80.135000
82.197500
84.572500
87.215000
86.887500
86.990000
87.332500
177.000000
177.000000
177.000000
177.000000
177.000000
177.000000
177.000000
177.000000
177.000000
177.000000
177.000000
177.005000
177.005000
177.005000
177.005000
177.005000
177.005000
177.010000
177.010000
177.005000
177.005000
177.005000
177.010000
177.010000
177.010000
177.090000
38.385000
135.120000
134.567500
133.412500
130.815000
137.130000
149.717500
147.137500
141.912500
143.640000
135.780000
121.700000
123.522500
110.407500
96.972500
106.590000
89.055000
92.740000
93.902500
93.125000
94.215000
128.777500
127.822500
137.145000
136.345000
143.300000
116.492500
144.407500
91.355000
164.277500
163.265000
164.255000
164.017500
158.037500
134.325000
134.325000
99.067500
89.120000
53.287500
47.442500
51.035000
40.890000
45.030000
49.762500
90.105000
88.915000
129.922500
123.002500
132.632500
130.177500
129.085000
128.295000
123.345000
120.915000
139.367500
127.402500
128.400000
124.262500
102.632500
83.065000
83.065000
45.837500
44.897500
40.855000
41.525000
45.210000
53.400000
58.090000
84.742500
91.465000
91.465000
81.832500
77.370000
71.560000
60.112500
56.722500
55.775000
52.502500
47.860000
50.017500
41.307500
20.742500
22.932500
50.775000
65.375000
62.925000
69.855000
67.920000
70.075000
58.145000
79.267500
79.552500
87.470000
86.867500
88.092500
59.775000
71.577500
68.042500
85.682500
86.975000
86.495000
90.017500
90.757500
91.797500
96.020000
96.020000
97.567500
97.542500
80.675000
16.445000
14.222500
1.510000
2.120000
31.055000
76.547500
66.057500
84.510000
82.090000
104.390000
101.720000
102.620000
107.782500
108.762500
112.215000
109.610000
106.102500
129.607500
129.860000
124.755000
115.977500
115.977500
109.630000
104.462500
100.062500
90.975000
92.760000
74.122500
75.842500
67.080000
13.547500
13.547500
63.757500
63.757500
70.277500
96.305000
97.007500
116.025000
118.645000
105.955000
82.157500
80.332500
90.512500
86.695000
167.042500
171.040000
171.385000
170.285000
169.780000
169.345000
171.637500
170.402500
157.325000
158.562500
154.485000
70.587500
69.462500
68.940000
68.940000
68.872500
68.775000
70.757500
73.472500
71.570000
75.707500
108.195000
103.085000
107.535000
112.962500
110.737500
110.870000
109.190000
107.680000
105.890000
109.660000
122.982500
122.970000
133.170000
132.590000
133.052500
124.530000
103.827500
110.437500
109.167500
112.455000
125.177500
125.495000
131.105000
127.752500
131.840000
134.587500
133.277500
137.452500
137.162500
139.980000
137.892500
138.587500
137.765000
136.337500
133.967500
59.430000
98.265000
95.310000
96.607500
142.655000
151.635000
154.202500
89.742500
93.802500
80.360000
80.655000
80.655000
83.927500
82.975000
105.875000
122.167500
125.537500
147.345000
147.345000
131.455000
101.275000
90.787500
79.207500
79.207500
55.845000
45.297500
47.405000
32.900000
30.180000
20.862500
21.552500
19.885000
17.555000
17.480000
16.290000
14.670000
14.397500
187.705000
115.450000
101.277500
101.335000
107.890000
78.112500
81.402500
78.230000
80.620000
76.215000
57.415000
36.590000
40.565000
41.570000
18.545000
10.167500
12.340000
16.890000
20.815000
25.955000
20.045000
15.950000
14.812500
13.015000
13.392500
13.967500
13.967500
14.762500
21.090000
18.585000
17.712500
16.422500
11.430000
18.592500
18.592500
15.732500
15.735000
22.087500
41.447500
30.390000
95.602500
83.725000
89.227500
92.452500
87.900000
87.067500
90.447500
83.815000
79.015000
76.515000
80.192500
82.042500
78.117500
68.160000
67.962500
77.985000
70.157500
80.455000
80.455000
99.165000
104.595000
100.235000
104.425000
104.407500
108.987500
112.765000
111.512500
107.725000
110.770000
109.975000
109.612500
106.585000
109.002500
109.000000
117.197500
126.387500
126.387500
14.032500
109.552500
132.940000
125.247500
132.310000
131.070000
130.875000
138.365000
136.010000
136.005000
140.427500
141.542500
142.400000
110.705000
41.537500
138.552500
153.107500
149.185000
169.295000
