id,x,y,pupilD
4006542.0,967.5,542.2,431.0
4006544.0,967.0,541.2,431.0
4006546.0,966.9,541.0,432.0
4006548.0,967.5,541.6,433.0
4006550.0,967.5,542.2,433.0
4006552.0,967.3,542.6,433.0
4006554.0,967.5,542.2,432.0
4006556.0,967.4,542.9,432.0
4006558.0,967.6,544.0,432.0
4006560.0,968.2,543.4,431.0
4006562.0,968.5,541.2,432.0
4006564.0,968.2,540.4,432.0
4006566.0,968.6,541.1,432.0
4006568.0,970.6,540.9,432.0
4006570.0,971.1,540.5,432.0
4006572.0,969.5,541.5,432.0
4006574.0,969.0,542.4,432.0
4006576.0,969.1,541.2,432.0
4006578.0,969.1,539.8,433.0
4006580.0,970.1,540.3,433.0
4006582.0,969.6,541.5,433.0
4006584.0,968.0,542.0,433.0
4006586.0,967.3,542.6,433.0
4006588.0,966.8,542.8,434.0
4006590.0,967.6,542.4,433.0
4006592.0,968.4,542.2,433.0
4006594.0,968.6,544.1,434.0
4006596.0,967.9,543.2,434.0
4006598.0,966.6,539.9,433.0
4006600.0,966.1,540.4,433.0
4006602.0,966.7,540.8,435.0
4006604.0,965.6,540.6,436.0
4006606.0,966.0,540.6,434.0
4006608.0,968.2,541.3,434.0
4006610.0,967.3,542.4,435.0
4006612.0,966.4,543.4,435.0
4006614.0,964.8,542.1,434.0
4006616.0,963.3,540.8,434.0
4006618.0,963.5,540.1,434.0
4006620.0,966.2,540.6,434.0
4006622.0,967.9,543.0,434.0
4006624.0,968.3,543.2,436.0
4006626.0,967.1,542.9,436.0
4006628.0,966.4,544.4,436.0
4006630.0,966.8,544.7,436.0
4006632.0,965.3,543.2,435.0
4006634.0,964.8,542.3,435.0
4006636.0,965.0,542.1,435.0
4006638.0,965.0,542.5,435.0
4006640.0,964.3,543.1,435.0
4006642.0,964.6,542.2,435.0
4006644.0,964.0,542.8,435.0
4006646.0,965.2,544.2,435.0
4006648.0,966.0,543.7,435.0
4006650.0,966.2,543.7,436.0
4006652.0,965.7,543.7,436.0
4006654.0,965.8,543.7,436.0
4006656.0,966.1,542.7,435.0
4006658.0,966.3,542.1,435.0
4006660.0,966.4,541.4,435.0
4006662.0,966.8,542.9,436.0
4006664.0,968.0,546.0,437.0
4006666.0,969.2,547.9,439.0
4006668.0,969.4,549.4,441.0
4006670.0,969.3,550.1,441.0
4006672.0,969.1,551.3,441.0
4006674.0,968.2,552.7,441.0
4006676.0,967.8,553.3,443.0
4006678.0,969.0,554.1,445.0
4006680.0,971.2,554.5,445.0
4006682.0,972.0,554.9,445.0
4006684.0,971.2,555.5,446.0
4006686.0,971.1,555.0,446.0
4006688.0,971.4,552.7,446.0
4006690.0,971.6,553.1,446.0
4006692.0,971.1,550.4,446.0
4006694.0,970.3,549.4,447.0
4006696.0,969.6,549.2,446.0
4006698.0,970.4,548.8,446.0
4006700.0,970.3,549.4,447.0
4006702.0,970.0,549.4,448.0
4006704.0,969.8,548.9,447.0
4006706.0,969.7,548.9,446.0
4006708.0,968.9,549.5,448.0
4006710.0,968.4,551.3,449.0
4006712.0,969.4,552.4,450.0
4006714.0,971.5,552.6,450.0
4006716.0,971.7,553.1,450.0
4006718.0,971.5,553.7,450.0
4006720.0,969.5,554.3,451.0
4006722.0,968.9,554.2,451.0
4006724.0,969.2,553.6,450.0
4006726.0,969.1,554.9,451.0
4006728.0,969.8,553.6,451.0
4006730.0,969.9,552.0,450.0
4006732.0,969.6,551.9,450.0
4006734.0,967.3,551.5,449.0
4006736.0,966.4,548.1,448.0
4006738.0,965.7,545.3,448.0
4006740.0,965.7,543.2,447.0
4006742.0,963.7,542.6,448.0
4006744.0,962.6,542.0,448.0
4006746.0,963.2,540.8,447.0
4006748.0,961.2,540.5,447.0
4006750.0,961.0,541.2,445.0
4006752.0,961.5,541.8,444.0
4006754.0,960.3,542.6,444.0
4006756.0,960.3,542.4,444.0
4006758.0,960.1,541.1,444.0
4006760.0,960.1,542.3,443.0
4006762.0,959.1,542.1,444.0
4006764.0,956.4,542.5,445.0
4006766.0,955.9,542.5,446.0
4006768.0,955.6,543.6,445.0
4006770.0,955.4,546.9,447.0
4006772.0,953.8,548.0,448.0
4006774.0,952.7,548.1,448.0
4006776.0,953.5,547.6,449.0
4006778.0,954.5,551.5,451.0
4006780.0,956.6,555.2,453.0
4006782.0,956.1,555.5,454.0
4006784.0,955.9,555.3,455.0
4006786.0,956.9,555.7,455.0
4006788.0,957.6,555.7,454.0
4006790.0,958.3,552.4,453.0
4006792.0,957.1,552.5,454.0
4006794.0,956.2,554.2,454.0
4006796.0,957.7,553.7,453.0
4006798.0,958.8,553.9,453.0
4006800.0,957.8,554.1,453.0
4006802.0,956.7,553.8,453.0
4006804.0,955.0,552.8,453.0
4006806.0,954.7,552.9,453.0
4006808.0,955.9,551.0,454.0
4006810.0,958.8,551.3,454.0
4006812.0,963.6,559.0,455.0
4006814.0,971.0,565.8,457.0
4006816.0,980.0,570.0,458.0
4006818.0,988.3,580.3,459.0
4006820.0,992.5,592.4,460.0
4006822.0,997.6,608.3,461.0
4006824.0,1002.0,626.5,460.0
4006826.0,1001.7,635.7,458.0
4006828.0,1000.2,644.5,456.0
4006830.0,999.3,651.2,456.0
4006832.0,998.5,655.1,457.0
4006834.0,996.9,655.3,457.0
4006836.0,993.7,656.6,456.0
4006838.0,991.9,657.2,456.0
4006840.0,994.3,660.1,459.0
4006842.0,994.8,662.7,460.0
4006844.0,994.1,663.3,459.0
4006846.0,995.7,664.7,458.0
4006848.0,995.2,665.3,458.0
4006850.0,996.8,665.7,458.0
4006852.0,997.0,665.7,458.0
4006854.0,995.7,668.1,456.0
4006856.0,995.8,669.9,457.0
4006858.0,995.7,668.9,458.0
4006860.0,996.4,667.7,456.0
4006862.0,996.9,668.4,456.0
4006864.0,996.8,668.9,456.0
4006866.0,996.9,668.8,454.0
4006868.0,997.0,668.8,453.0
4006870.0,997.2,667.8,453.0
4006872.0,996.8,666.3,452.0
4006874.0,997.0,666.9,454.0
4006876.0,997.1,666.7,455.0
4006878.0,995.7,662.0,453.0
4006880.0,994.9,660.7,452.0
4006882.0,994.2,661.6,450.0
4006884.0,994.3,662.0,450.0
4006886.0,994.7,661.8,451.0
4006888.0,994.8,661.9,450.0
4006890.0,995.1,662.2,449.0
4006892.0,995.0,661.1,447.0
4006894.0,996.1,661.2,447.0
4006896.0,996.6,660.9,449.0
4006898.0,995.8,660.8,449.0
4006900.0,995.1,661.2,449.0
4006902.0,994.0,662.5,447.0
4006904.0,993.4,663.8,445.0
4006906.0,993.9,663.0,445.0
4006908.0,995.1,660.9,445.0
4006910.0,996.0,661.7,444.0
4006912.0,996.0,661.9,443.0
4006914.0,995.9,663.3,443.0
4006916.0,997.1,663.9,442.0
4006918.0,998.9,660.5,441.0
4006920.0,999.3,658.6,442.0
4006922.0,999.3,659.6,442.0
4006924.0,999.3,660.7,442.0
4006926.0,999.0,661.2,441.0
4006928.0,998.8,661.3,440.0
4006930.0,998.2,660.9,439.0
4006932.0,998.0,658.4,437.0
4006934.0,998.5,657.7,436.0
4006936.0,998.7,660.0,439.0
4006938.0,998.7,661.1,439.0
4006940.0,998.9,662.3,439.0
4006942.0,998.8,665.9,439.0
4006944.0,998.0,666.6,438.0
4006946.0,998.1,665.9,437.0
4006948.0,997.8,665.4,437.0
4006950.0,996.9,665.5,437.0
4006952.0,996.0,665.4,435.0
4006954.0,994.4,665.7,432.0
4006956.0,993.5,667.7,431.0
4006958.0,993.1,668.6,430.0
4006960.0,993.2,669.6,429.0
4006962.0,994.4,669.6,429.0
4006964.0,994.5,668.6,430.0
4006966.0,993.3,667.7,429.0
4006968.0,992.7,669.3,428.0
4006970.0,992.3,672.4,428.0
4006972.0,992.6,672.7,425.0
4006974.0,991.9,673.5,425.0
4006976.0,991.6,671.1,424.0
4006978.0,990.8,671.3,425.0
4006980.0,989.9,674.3,426.0
4006982.0,989.7,672.7,426.0
4006984.0,989.3,669.5,424.0
4006986.0,988.2,669.1,423.0
4006988.0,987.8,670.2,423.0
4006990.0,988.2,670.0,423.0
4006992.0,988.1,667.5,423.0
4006994.0,988.0,667.0,423.0
4006996.0,988.2,667.3,421.0
4006998.0,987.8,668.4,422.0
4007000.0,988.5,668.6,422.0
4007002.0,989.5,667.8,422.0
4007004.0,988.8,667.1,422.0
4007006.0,988.2,667.3,422.0
4007008.0,988.4,666.8,422.0
4007010.0,987.4,665.3,422.0
4007012.0,986.9,664.0,421.0
4007014.0,988.2,663.6,422.0
4007016.0,989.0,664.1,424.0
4007018.0,989.0,663.6,423.0
4007020.0,988.7,663.7,421.0
4007022.0,987.8,663.6,421.0
4007024.0,987.0,663.4,421.0
4007026.0,986.9,663.4,420.0
4007028.0,986.5,663.1,419.0
4007030.0,987.2,662.2,420.0
4007032.0,988.4,661.4,421.0
4007034.0,989.3,660.1,422.0
4007036.0,988.5,659.9,423.0
4007038.0,987.9,661.2,423.0
4007040.0,987.4,661.8,422.0
4007042.0,987.5,661.9,422.0
4007044.0,987.9,661.6,421.0
4007046.0,988.1,661.3,422.0
4007048.0,988.3,661.8,422.0
4007050.0,987.8,662.8,421.0
4007052.0,987.1,663.0,420.0
4007054.0,987.6,660.8,419.0
4007056.0,988.0,660.2,419.0
4007058.0,989.6,661.0,421.0
4007060.0,990.1,661.9,424.0
4007062.0,988.2,661.8,424.0
4007064.0,986.6,661.3,420.0
4007066.0,986.1,661.0,420.0
4007068.0,986.8,659.8,421.0
4007070.0,987.1,660.0,421.0
4007072.0,985.8,662.0,421.0
4007074.0,985.0,662.8,421.0
4007076.0,983.9,661.2,419.0
4007078.0,979.9,659.8,415.0
4007080.0,975.9,659.6,413.0
4007082.0,964.5,669.0,415.0
4007084.0,935.1,683.0,418.0
4007086.0,898.2,695.2,424.0
4007088.0,852.2,715.3,430.0
4007090.0,816.5,740.2,431.0
4007092.0,783.4,765.2,433.0
4007094.0,752.2,784.2,434.0
4007096.0,714.9,794.1,430.0
4007098.0,682.3,801.0,429.0
4007100.0,663.8,819.4,427.0
4007102.0,638.0,845.0,428.0
4007104.0,620.8,861.5,432.0
4007106.0,607.6,868.8,433.0
4007108.0,586.1,875.9,427.0
4007110.0,567.7,892.7,426.0
4007112.0,560.1,914.6,428.0
4007114.0,555.6,929.3,429.0
4007116.0,555.6,935.3,431.0
4007118.0,558.5,935.2,433.0
4007120.0,564.0,935.7,432.0
4007122.0,563.8,930.7,429.0
4007124.0,562.9,925.6,428.0
4007126.0,563.4,925.2,430.0
4007128.0,563.1,924.3,429.0
4007130.0,562.2,924.9,427.0
4007132.0,562.0,927.8,427.0
4007134.0,562.1,929.6,427.0
4007136.0,562.6,930.5,426.0
4007138.0,565.1,931.0,426.0
4007140.0,566.8,931.4,425.0
4007142.0,566.8,931.4,424.0
4007144.0,567.2,930.6,424.0
4007146.0,570.3,926.8,425.0
4007148.0,571.0,923.5,426.0
4007150.0,570.6,922.2,426.0
4007152.0,571.2,922.1,427.0
4007154.0,572.9,922.3,427.0
4007156.0,572.4,920.1,425.0
4007158.0,573.4,920.5,425.0
4007160.0,573.5,921.7,425.0
4007162.0,573.0,919.8,424.0
4007164.0,572.0,918.5,424.0
4007166.0,571.9,918.4,423.0
4007168.0,571.8,919.4,422.0
4007170.0,572.1,920.8,423.0
4007172.0,572.6,918.7,422.0
4007174.0,572.5,918.7,421.0
4007176.0,569.8,917.8,420.0
4007178.0,569.2,915.9,420.0
4007180.0,570.3,915.5,421.0
4007182.0,571.4,917.5,421.0
4007184.0,571.8,919.3,421.0
4007186.0,572.1,918.9,422.0
4007188.0,572.3,919.2,422.0
4007190.0,572.6,918.2,422.0
4007192.0,574.8,918.7,423.0
4007194.0,575.8,920.2,423.0
4007196.0,575.4,919.6,422.0
4007198.0,574.9,918.3,422.0
4007200.0,575.3,917.5,423.0
4007202.0,575.9,917.5,424.0
4007204.0,577.0,916.3,424.0
4007206.0,577.6,916.1,425.0
4007208.0,578.5,920.0,426.0
4007210.0,578.1,921.2,426.0
4007212.0,578.6,919.2,426.0
4007214.0,580.5,919.0,426.0
4007216.0,581.0,918.8,425.0
4007218.0,581.1,920.2,425.0
4007220.0,581.2,920.0,425.0
4007222.0,580.6,919.4,425.0
4007224.0,580.4,919.8,425.0
4007226.0,580.9,917.4,424.0
4007228.0,584.4,917.4,423.0
4007230.0,584.7,918.8,423.0
4007232.0,584.5,918.8,422.0
4007234.0,585.0,919.3,423.0
4007236.0,583.4,917.5,423.0
4007238.0,584.9,918.7,424.0
4007240.0,588.0,920.8,427.0
4007242.0,588.3,920.2,428.0
4007244.0,589.7,921.0,428.0
4007246.0,590.6,920.8,428.0
4007248.0,590.3,921.0,428.0
4007250.0,590.3,921.9,428.0
4007252.0,590.0,922.5,428.0
4007254.0,590.2,922.2,428.0
4007256.0,591.6,922.3,428.0
4007258.0,593.2,922.3,429.0
4007260.0,592.3,922.7,428.0
4007262.0,591.9,923.0,428.0
4007264.0,591.7,922.1,428.0
4007266.0,591.3,921.4,428.0
4007268.0,591.9,922.5,427.0
4007270.0,594.3,924.0,428.0
4007272.0,595.7,923.7,430.0
4007274.0,595.8,925.8,429.0
4007276.0,596.5,928.6,430.0
4007278.0,597.7,927.3,430.0
4007280.0,598.1,926.8,431.0
4007282.0,598.0,927.6,432.0
4007284.0,596.7,926.1,431.0
4007286.0,595.0,924.7,430.0
4007288.0,596.2,924.4,430.0
4007290.0,597.5,925.4,431.0
4007292.0,596.1,926.6,431.0
4007294.0,596.3,927.9,432.0
4007296.0,597.5,929.8,432.0
4007298.0,598.3,928.0,432.0
4007300.0,598.8,927.6,430.0
4007302.0,589.6,926.1,430.0
4007304.0,567.4,927.7,431.0
4007306.0,552.3,934.7,435.0
4007308.0,536.0,937.5,439.0
4007310.0,510.4,943.7,440.0
4007312.0,490.9,945.9,443.0
4007314.0,467.3,948.2,444.0
4007316.0,435.2,949.5,445.0
4007318.0,416.3,949.8,446.0
4007320.0,409.5,953.3,446.0
4007322.0,396.9,954.4,448.0
4007324.0,380.8,950.0,447.0
4007326.0,371.3,947.5,445.0
4007328.0,367.9,946.3,446.0
4007330.0,366.9,948.9,449.0
4007332.0,366.7,954.1,449.0
4007334.0,365.9,955.2,447.0
4007336.0,362.9,954.5,447.0
4007338.0,360.7,952.9,447.0
4007340.0,360.4,951.7,448.0
4007342.0,359.9,951.1,447.0
4007344.0,357.8,951.3,447.0
4007346.0,356.2,950.0,447.0
4007348.0,355.9,949.6,447.0
4007350.0,356.2,950.5,448.0
4007352.0,357.7,952.5,448.0
4007354.0,357.9,951.8,447.0
4007356.0,357.7,952.1,447.0
4007358.0,358.0,952.8,448.0
4007360.0,360.1,953.9,449.0
4007362.0,362.1,955.2,447.0
4007364.0,363.2,955.0,447.0
4007366.0,363.5,953.4,451.0
4007368.0,361.5,953.3,450.0
4007370.0,361.1,954.1,450.0
4007372.0,361.9,954.2,450.0
4007374.0,365.1,956.1,450.0
4007376.0,367.6,956.9,450.0
4007378.0,368.2,955.6,448.0
4007380.0,367.5,955.3,448.0
4007382.0,366.3,955.2,449.0
4007384.0,369.2,955.6,450.0
4007386.0,370.2,956.3,451.0
4007388.0,368.3,956.4,451.0
4007390.0,368.3,955.6,451.0
4007392.0,370.1,956.3,451.0
4007394.0,370.8,956.3,450.0
4007396.0,369.9,956.0,449.0
4007398.0,370.2,956.1,451.0
4007400.0,370.9,956.5,451.0
4007402.0,371.3,957.4,451.0
4007404.0,372.2,958.0,450.0
4007406.0,373.6,956.9,448.0
4007408.0,373.9,955.6,448.0
4007410.0,374.3,956.5,450.0
4007412.0,375.4,957.5,452.0
4007414.0,375.6,957.2,451.0
4007416.0,374.7,957.0,451.0
4007418.0,375.6,957.0,451.0
4007420.0,376.3,956.8,449.0
4007422.0,376.6,957.4,449.0
4007424.0,377.9,957.5,450.0
4007426.0,377.8,957.3,449.0
4007428.0,376.5,957.4,448.0
4007430.0,376.7,957.1,449.0
4007432.0,377.5,956.1,450.0
4007434.0,377.7,955.8,449.0
4007436.0,377.9,955.7,450.0
4007438.0,378.7,957.2,451.0
4007440.0,379.6,957.3,451.0
4007442.0,380.6,956.9,450.0
4007444.0,379.5,956.8,449.0
4007446.0,379.6,957.8,448.0
4007448.0,380.8,959.1,449.0
4007450.0,380.9,959.2,450.0
4007452.0,380.9,958.0,450.0
4007454.0,380.8,956.9,451.0
4007456.0,378.9,956.6,449.0
4007458.0,378.0,956.5,446.0
4007460.0,378.3,956.5,446.0
4007462.0,380.7,958.2,449.0
4007464.0,385.2,962.1,451.0
4007466.0,387.0,963.4,450.0
4007468.0,387.5,963.9,450.0
4007470.0,387.7,963.5,450.0
4007472.0,386.7,962.8,448.0
4007474.0,383.7,963.1,447.0
4007476.0,384.6,961.8,448.0
4007478.0,385.5,960.8,449.0
4007480.0,385.1,961.3,449.0
4007482.0,385.1,963.9,449.0
4007484.0,385.5,965.0,451.0
4007486.0,385.8,964.1,451.0
4007488.0,385.3,962.8,450.0
4007490.0,385.1,963.6,449.0
4007492.0,385.3,964.6,450.0
4007494.0,385.8,965.5,451.0
4007496.0,384.7,964.6,450.0
4007498.0,383.9,964.3,449.0
4007500.0,383.6,965.0,451.0
4007502.0,382.9,965.2,452.0
4007504.0,383.7,965.3,450.0
4007506.0,384.2,965.8,450.0
4007508.0,384.3,967.2,450.0
4007510.0,383.2,967.7,450.0
4007512.0,383.0,967.7,449.0
4007514.0,383.7,967.9,449.0
4007516.0,383.7,967.8,449.0
4007518.0,385.9,968.0,449.0
4007520.0,386.5,966.6,449.0
4007522.0,386.8,965.6,450.0
4007524.0,386.4,965.1,451.0
4007526.0,385.6,963.7,452.0
